movie_id,movie_title,imdb_url,decade,genres
413,Tales from the Crypt Presents: Bordello of Blood (1996),http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),90s, horror
414,My Favorite Year (1982),http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),80s, comedy
415,"Apple Dumpling Gang, The (1975)","http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)",70s, childrens comedy western
416,Old Yeller (1957),http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),50s, childrens drama
417,"Parent Trap, The (1961)","http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)",60s, childrens drama
418,Cinderella (1950),http://us.imdb.com/M/title-exact?Cinderella%20(1950),50s, animation childrens musical
419,Mary Poppins (1964),http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),60s, childrens comedy musical
420,Alice in Wonderland (1951),http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),50s, animation childrens musical
421,William Shakespeare's Romeo and Juliet (1996),http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),90s, drama romance
422,Aladdin and the King of Thieves (1996),http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),90s, animation childrens comedy
423,E.T. the Extra-Terrestrial (1982),http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,80s, childrens drama fantasy sci-fi
424,Children of the Corn: The Gathering (1996),http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,90s, horror
425,Bob Roberts (1992),http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),90s, comedy
426,"Transformers: The Movie, The (1986)","http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",80s, action animation childrens sci-fi thriller war
427,To Kill a Mockingbird (1962),http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),60s, drama
428,Harold and Maude (1971),http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),70s, comedy
429,"Day the Earth Stood Still, The (1951)","http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)",50s, drama sci-fi
430,Duck Soup (1933),http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),30s, comedy war
431,Highlander (1986),http://us.imdb.com/M/title-exact?Highlander%20(1986),80s, action adventure
432,Fantasia (1940),http://us.imdb.com/M/title-exact?Fantasia%20(1940),40s, animation childrens musical
433,Heathers (1989),http://us.imdb.com/M/title-exact?Heathers%20(1989),80s, comedy
434,Forbidden Planet (1956),http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),50s, sci-fi
435,Butch Cassidy and the Sundance Kid (1969),http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),60s, action comedy western
436,"American Werewolf in London, An (1981)","http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",80s, horror
437,Amityville 1992: It's About Time (1992),http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),90s, horror
438,Amityville 3-D (1983),http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),80s, horror
439,Amityville: A New Generation (1993),http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),90s, horror
440,Amityville II: The Possession (1982),http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),80s, horror
441,"Amityville Horror, The (1979)","http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",70s, horror
442,"Amityville Curse, The (1990)","http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",90s, horror
443,"Birds, The (1963)","http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",60s, horror
444,"Blob, The (1958)","http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",50s, horror sci-fi
445,"Body Snatcher, The (1945)","http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",40s, horror
446,Burnt Offerings (1976),http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),70s, horror
447,Carrie (1976),http://us.imdb.com/M/title-exact?Carrie%20(1976),70s, horror
448,"Omen, The (1976)","http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",70s, horror
449,Star Trek: The Motion Picture (1979),http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),70s, action adventure sci-fi
450,Star Trek V: The Final Frontier (1989),http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),80s, action adventure sci-fi
451,Grease (1978),http://us.imdb.com/M/title-exact?Grease%20(1978),70s, comedy musical romance
452,Jaws 2 (1978),http://us.imdb.com/M/title-exact?Jaws%202%20(1978),70s, action horror
453,Jaws 3-D (1983),http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),80s, action horror
454,Bastard Out of Carolina (1996),http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),90s, drama
455,Jackie Chan's First Strike (1996),http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),90s, action
456,Beverly Hills Ninja (1997),http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),90s, action comedy
457,Free Willy 3: The Rescue (1997),http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),90s, adventure childrens drama
458,Nixon (1995),http://us.imdb.com/M/title-exact?Nixon%20(1995),90s, drama
459,"Cry, the Beloved Country (1995)","http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",90s, drama
460,"Crossing Guard, The (1995)","http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",90s, drama
461,Smoke (1995),http://us.imdb.com/M/title-exact?Smoke%20(1995),90s, drama
462,Like Water For Chocolate (Como agua para chocolate) (1992),http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),90s, drama romance
463,"Secret of Roan Inish, The (1994)","http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",90s, adventure
464,Vanya on 42nd Street (1994),http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),90s, drama
465,"Jungle Book, The (1994)","http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",90s, adventure childrens romance
466,Red Rock West (1992),http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),90s, thriller
467,"Bronx Tale, A (1993)","http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",90s, drama
468,Rudy (1993),http://us.imdb.com/M/title-exact?Rudy%20(1993),90s, drama
469,Short Cuts (1993),http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),90s, drama
470,Tombstone (1993),http://us.imdb.com/M/title-exact?Tombstone%20(1993),90s, western
471,Courage Under Fire (1996),http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),90s, drama war
472,Dragonheart (1996),http://us.imdb.com/M/title-exact?Dragonheart%20(1996),90s, action adventure fantasy
473,James and the Giant Peach (1996),http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),90s, animation childrens musical
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),60s, sci-fi war
475,Trainspotting (1996),http://us.imdb.com/Title?Trainspotting+(1996),90s, drama
476,"First Wives Club, The (1996)","http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)",90s, comedy
477,Matilda (1996),http://us.imdb.com/M/title-exact?Matilda%20(1996),90s, childrens comedy
478,"Philadelphia Story, The (1940)","http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)",40s, comedy romance
479,Vertigo (1958),http://us.imdb.com/M/title-exact?Vertigo%20(1958),50s, mystery thriller
480,North by Northwest (1959),http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),50s, comedy thriller
481,"Apartment, The (1960)","http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)",60s, comedy drama
482,Some Like It Hot (1959),http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),50s, comedy crime
483,Casablanca (1942),http://us.imdb.com/M/title-exact?Casablanca%20(1942),40s, drama romance war
484,"Maltese Falcon, The (1941)","http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)",40s, film_noir mystery
485,My Fair Lady (1964),http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),60s, musical romance
486,Sabrina (1954),http://us.imdb.com/M/title-exact?Sabrina%20(1954),50s, comedy romance
487,Roman Holiday (1953),http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),50s, comedy romance
488,Sunset Blvd. (1950),http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),50s, film_noir
489,Notorious (1946),http://us.imdb.com/M/title-exact?Notorious%20(1946),40s, film_noir romance thriller
490,To Catch a Thief (1955),http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955),50s, comedy romance thriller
491,"Adventures of Robin Hood, The (1938)","http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)",30s, action adventure
492,East of Eden (1955),http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955),50s, drama
493,"Thin Man, The (1934)","http://us.imdb.com/M/title-exact?Thin%20Man,%20The%20(1934)",30s, mystery
494,His Girl Friday (1940),http://us.imdb.com/M/title-exact?His%20Girl%20Friday%20(1940),40s, comedy
495,Around the World in 80 Days (1956),http://us.imdb.com/M/title-exact?Around%20the%20World%20in%2080%20Days%20(1956),50s, adventure comedy
496,It's a Wonderful Life (1946),http://us.imdb.com/M/title-exact?It's%20a%20Wonderful%20Life%20(1946),40s, drama
497,Bringing Up Baby (1938),http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938),30s, comedy
498,"African Queen, The (1951)","http://us.imdb.com/M/title-exact?African%20Queen,%20The%20(1951)",50s, action adventure romance war
499,Cat on a Hot Tin Roof (1958),http://us.imdb.com/M/title-exact?Cat%20on%20a%20Hot%20Tin%20Roof%20(1958),50s, drama
500,Fly Away Home (1996),http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),90s, adventure childrens
501,Dumbo (1941),http://us.imdb.com/M/title-exact?Dumbo%20(1941),40s, animation childrens musical
502,Bananas (1971),http://us.imdb.com/M/title-exact?Bananas%20(1971),70s, comedy war
503,"Candidate, The (1972)","http://us.imdb.com/M/title-exact?Candidate,%20The%20(1972)",70s, drama
504,Bonnie and Clyde (1967),http://us.imdb.com/M/title-exact?Bonnie%20and%20Clyde%20(1967),60s, crime drama
505,Dial M for Murder (1954),http://us.imdb.com/M/title-exact?Dial%20M%20for%20Murder%20(1954),50s, mystery thriller
506,Rebel Without a Cause (1955),http://us.imdb.com/M/title-exact?Rebel%20Without%20a%20Cause%20(1955),50s, drama
507,"Streetcar Named Desire, A (1951)","http://us.imdb.com/M/title-exact?Streetcar%20Named%20Desire,%20A%20(1951)",50s, drama
508,"People vs. Larry Flynt, The (1996)","http://us.imdb.com/M/title-exact?People%20vs.%20Larry%20Flynt,%20The%20(1996)",90s, drama
509,My Left Foot (1989),http://us.imdb.com/M/title-exact?My%20Left%20Foot%20(1989),80s, drama
510,"Magnificent Seven, The (1954)",http://us.imdb.com/M/title-exact?Shichinin%20no%20samurai%20(1954),50s, action drama western
511,Lawrence of Arabia (1962),http://us.imdb.com/M/title-exact?Lawrence%20of%20Arabia%20(1962),60s, adventure war
512,Wings of Desire (1987),"http://us.imdb.com/Title?Himmel+%FCber+Berlin,+Der+(1987)",80s, comedy drama romance
513,"Third Man, The (1949)","http://us.imdb.com/M/title-exact?Third%20Man,%20The%20(1949)",40s, mystery thriller
514,Annie Hall (1977),http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977),70s, comedy romance
515,"Boot, Das (1981)","http://us.imdb.com/M/title-exact?Boot,%20Das%20(1981)",90s, action drama war
516,Local Hero (1983),http://us.imdb.com/M/title-exact?Local%20Hero%20(1983),80s, comedy
517,Manhattan (1979),http://us.imdb.com/M/title-exact?Manhattan%20(1979),70s, comedy drama romance
518,Miller's Crossing (1990),http://us.imdb.com/M/title-exact?Miller's%20Crossing%20(1990),90s, drama
519,"Treasure of the Sierra Madre, The (1948)","http://us.imdb.com/M/title-exact?Treasure%20of%20the%20Sierra%20Madre,%20The%20(1948)",40s, adventure
520,"Great Escape, The (1963)","http://us.imdb.com/M/title-exact?Great%20Escape,%20The%20(1963)",60s, adventure war
521,"Deer Hunter, The (1978)","http://us.imdb.com/M/title-exact?Deer%20Hunter,%20The%20(1978)",70s, drama war
522,Down by Law (1986),http://us.imdb.com/M/title-exact?Down%20by%20Law%20(1986),80s, comedy drama
523,Cool Hand Luke (1967),http://us.imdb.com/M/title-exact?Cool%20Hand%20Luke%20(1967),60s, comedy drama
524,"Great Dictator, The (1940)","http://us.imdb.com/M/title-exact?Great%20Dictator,%20The%20(1940)",40s, comedy
525,"Big Sleep, The (1946)","http://us.imdb.com/M/title-exact?Big%20Sleep,%20The%20(1946)",40s, film_noir mystery
526,Ben-Hur (1959),http://us.imdb.com/M/title-exact?Ben-Hur%20(1959),50s, action adventure drama
527,Gandhi (1982),http://us.imdb.com/M/title-exact?Gandhi%20(1982),80s, drama
528,"Killing Fields, The (1984)","http://us.imdb.com/M/title-exact?Killing%20Fields,%20The%20(1984)",80s, drama war
529,My Life as a Dog (Mitt liv som hund) (1985),http://us.imdb.com/M/title-exact?Mitt%20liv%20som%20hund%20(1985),80s, drama
530,"Man Who Would Be King, The (1975)","http://us.imdb.com/M/title-exact?Man%20Who%20Would%20Be%20King,%20The%20(1975)",70s, adventure
531,Shine (1996),http://us.imdb.com/M/title-exact?Shine%20(1996),90s, drama romance
532,Kama Sutra: A Tale of Love (1996),http://us.imdb.com/M/title-exact?Kama%20Sutra%20(1996),90s, romance
533,"Daytrippers, The (1996)",http://us.imdb.com/M/title-exact?Daytrippers%2C%20The%20(1996),90s, mystery
534,Traveller (1997),http://us.imdb.com/M/title-exact?Traveller%20%281997%29,90s, drama
535,Addicted to Love (1997),http://us.imdb.com/M/title-exact?Addicted%20to%20Love%20%281997%29,90s, comedy romance
536,Ponette (1996),http://us.imdb.com/M/title-exact?Ponette%20%281996%29,90s, drama
537,My Own Private Idaho (1991),http://us.imdb.com/M/title-exact?My+Own+Private+Idaho+(1991),90s, drama
538,Anastasia (1997),http://us.imdb.com/M/title-exact?Anastasia+(1997),90s, animation childrens musical
539,Mouse Hunt (1997),http://us.imdb.com/M/title-exact?imdb-title-119715,90s, childrens comedy
540,Money Train (1995),http://us.imdb.com/M/title-exact?Money%20Train%20(1995),90s, action
541,Mortal Kombat (1995),http://us.imdb.com/M/title-exact?Mortal%20Kombat%20(1995),90s, action adventure
542,Pocahontas (1995),http://us.imdb.com/M/title-exact?Pocahontas%20(1995),90s, animation childrens musical romance
543,"Misérables, Les (1995)",http://us.imdb.com/M/title-exact?Mis%E9rables%2C%20Les%20%281995%29,90s, drama musical
544,Things to Do in Denver when You're Dead (1995),http://us.imdb.com/M/title-exact?Things%20to%20Do%20in%20Denver%20when%20You're%20Dead%20(1995),90s, crime drama romance
545,Vampire in Brooklyn (1995),http://us.imdb.com/M/title-exact?Vampire%20in%20Brooklyn%20(1995),90s, comedy romance
546,Broken Arrow (1996),http://us.imdb.com/M/title-exact?Broken%20Arrow%20(1996),90s, action thriller
547,"Young Poisoner's Handbook, The (1995)","http://us.imdb.com/M/title-exact?Young%20Poisoner's%20Handbook,%20The%20(1995)",90s, crime
548,"NeverEnding Story III, The (1994)","http://us.imdb.com/M/title-exact?NeverEnding%20Story%20III,%20The%20(1994)",90s, childrens fantasy
549,Rob Roy (1995),http://us.imdb.com/M/title-exact?Rob%20Roy%20(1995),90s, drama romance war
550,Die Hard: With a Vengeance (1995),http://us.imdb.com/M/title-exact?Die%20Hard:%20With%20a%20Vengeance%20(1995),90s, action thriller
551,Lord of Illusions (1995),http://us.imdb.com/M/title-exact?Lord%20of%20Illusions%20(1995),90s, horror
552,Species (1995),http://us.imdb.com/M/title-exact?Species%20(1995),90s, sci-fi
553,"Walk in the Clouds, A (1995)","http://us.imdb.com/M/title-exact?Walk%20in%20the%20Clouds,%20A%20(1995)",90s, drama romance
554,Waterworld (1995),http://us.imdb.com/M/title-exact?Waterworld%20(1995),90s, action adventure
555,White Man's Burden (1995),http://us.imdb.com/M/title-exact?White%20Man's%20Burden%20(1995),90s, drama
556,Wild Bill (1995),http://us.imdb.com/M/title-exact?Wild%20Bill%20(1995),90s, western
557,Farinelli: il castrato (1994),http://us.imdb.com/M/title-exact?Farinelli:%20il%20castrato%20(1994),90s, drama musical
558,Heavenly Creatures (1994),http://us.imdb.com/M/title-exact?Heavenly%20Creatures%20(1994),90s, drama fantasy thriller
559,Interview with the Vampire (1994),http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),90s, drama horror
560,"Kid in King Arthur's Court, A (1995)","http://us.imdb.com/M/title-exact?Kid%20in%20King%20Arthur's%20Court,%20A%20(1995)",90s, adventure childrens comedy fantasy romance sci-fi
561,Mary Shelley's Frankenstein (1994),http://us.imdb.com/M/title-exact?Mary%20Shelley's%20Frankenstein%20(1994),90s, drama horror
562,"Quick and the Dead, The (1995)","http://us.imdb.com/M/title-exact?Quick%20and%20the%20Dead,%20The%20(1995)",90s, action adventure western
563,Stephen King's The Langoliers (1995),"http://us.imdb.com/M/title-exact?%22Langoliers,%20The%22%20(1995)%20(mini)",90s, horror
564,Tales from the Hood (1995),http://us.imdb.com/M/title-exact?Tales%20from%20the%20Hood%20(1995),90s, comedy horror
565,Village of the Damned (1995),http://us.imdb.com/M/title-exact?Village%20of%20the%20Damned%20(1995),90s, horror thriller
566,Clear and Present Danger (1994),http://us.imdb.com/M/title-exact?Clear%20and%20Present%20Danger%20(1994),90s, action adventure thriller
567,Wes Craven's New Nightmare (1994),http://us.imdb.com/M/title-exact?Wes%20Craven's%20New%20Nightmare%20(1994),90s, horror
568,Speed (1994),http://us.imdb.com/M/title-exact?Speed%20(1994/I),90s, action romance thriller
569,Wolf (1994),http://us.imdb.com/M/title-exact?Wolf%20(1994),90s, drama horror
570,Wyatt Earp (1994),http://us.imdb.com/M/title-exact?Wyatt%20Earp%20(1994),90s, western
571,Another Stakeout (1993),http://us.imdb.com/M/title-exact?Another%20Stakeout%20(1993),90s, comedy thriller
572,Blown Away (1994),http://us.imdb.com/M/title-exact?Blown%20Away%20(1994),90s, action thriller
573,Body Snatchers (1993),http://us.imdb.com/M/title-exact?Body%20Snatchers%20(1993),90s, horror sci-fi thriller
574,Boxing Helena (1993),http://us.imdb.com/M/title-exact?Boxing%20Helena%20(1993),90s, mystery romance thriller
575,City Slickers II: The Legend of Curly's Gold (1994),http://us.imdb.com/M/title-exact?City%20Slickers%20II:%20The%20Legend%20of%20Curly's%20Gold%20(1994),90s, comedy western
576,Cliffhanger (1993),http://us.imdb.com/M/title-exact?Cliffhanger%20(1993),90s, action adventure crime
577,Coneheads (1993),http://us.imdb.com/M/title-exact?Coneheads%20(1993),90s, comedy sci-fi
578,Demolition Man (1993),http://us.imdb.com/M/title-exact?Demolition%20Man%20(1993),90s, action sci-fi
579,Fatal Instinct (1993),http://us.imdb.com/M/title-exact?Fatal%20Instinct%20(1993),90s, comedy
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","http://us.imdb.com/M/title-exact?Englishman%20Who%20Went%20Up%20a%20Hill,%20But%20Came%20Down%20a%20Mountain,%20The%20(1995)",90s, comedy romance
581,Kalifornia (1993),http://us.imdb.com/M/title-exact?Kalifornia%20(1993),90s, drama thriller
582,"Piano, The (1993)","http://us.imdb.com/M/title-exact?Piano,%20The%20(1993)",90s, drama romance
583,Romeo Is Bleeding (1993),http://us.imdb.com/M/title-exact?Romeo%20Is%20Bleeding%20(1993),90s, crime thriller
584,"Secret Garden, The (1993)","http://us.imdb.com/M/title-exact?Secret%20Garden,%20The%20(1993)",90s, childrens drama
585,Son in Law (1993),http://us.imdb.com/M/title-exact?Son%20in%20Law%20(1993),90s, comedy
586,Terminal Velocity (1994),http://us.imdb.com/M/title-exact?Terminal%20Velocity%20(1994),90s, action
587,"Hour of the Pig, The (1993)","http://us.imdb.com/M/title-exact?Hour%20of%20the%20Pig,%20The%20(1993)",90s, drama mystery
588,Beauty and the Beast (1991),http://us.imdb.com/M/title-exact?Beauty%20and%20the%20Beast%20(1991),90s, animation childrens musical
589,"Wild Bunch, The (1969)","http://us.imdb.com/M/title-exact?Wild%20Bunch,%20The%20(1969)",60s, western
590,Hellraiser: Bloodline (1996),http://us.imdb.com/M/title-exact?Hellraiser:%20Bloodline%20(1996),90s, action horror sci-fi
591,Primal Fear (1996),http://us.imdb.com/M/title-exact?Primal%20Fear%20(1996),90s, drama thriller
592,True Crime (1995),http://us.imdb.com/M/title-exact?True%20Crime%20(1995),90s, mystery thriller
593,Stalingrad (1993),http://us.imdb.com/M/title-exact?Stalingrad%20(1993),90s, war
594,Heavy (1995),http://us.imdb.com/M/title-exact?Heavy%20(1995),90s, drama romance
595,"Fan, The (1996)","http://us.imdb.com/M/title-exact?Fan,%20The%20(1996)",90s, thriller
596,"Hunchback of Notre Dame, The (1996)","http://us.imdb.com/M/title-exact?Hunchback%20of%20Notre%20Dame,%20The%20(1996)",90s, animation childrens musical
597,Eraser (1996),http://us.imdb.com/M/title-exact?Eraser%20(1996),90s, action thriller
598,"Big Squeeze, The (1996)","http://us.imdb.com/M/title-exact?Big%20Squeeze,%20The%20(1996)",90s, comedy drama
599,Police Story 4: Project S (Chao ji ji hua) (1993),http://us.imdb.com/M/title-exact?Project%20S%20(1993),90s, action
600,Daniel Defoe's Robinson Crusoe (1996),http://us.imdb.com/M/title-exact?Robinson%20Crusoe%20(1996),90s, childrens
601,For Whom the Bell Tolls (1943),http://us.imdb.com/M/title-exact?For%20Whom%20the%20Bell%20Tolls%20(1943),40s, adventure war
602,"American in Paris, An (1951)","http://us.imdb.com/M/title-exact?American%20in%20Paris,%20An%20(1951)",50s, musical romance
603,Rear Window (1954),http://us.imdb.com/M/title-exact?Rear%20Window%20(1954),50s, mystery thriller
604,It Happened One Night (1934),http://us.imdb.com/M/title-exact?It%20Happened%20One%20Night%20(1934),30s, comedy
605,Meet Me in St. Louis (1944),http://us.imdb.com/M/title-exact?Meet%20Me%20in%20St.%20Louis%20(1944),40s, musical
606,All About Eve (1950),http://us.imdb.com/M/title-exact?All%20About%20Eve%20(1950),50s, drama
607,Rebecca (1940),http://us.imdb.com/M/title-exact?Rebecca%20(1940),40s, romance thriller
608,Spellbound (1945),http://us.imdb.com/M/title-exact?Spellbound%20(1945),40s, mystery romance thriller
609,Father of the Bride (1950),http://us.imdb.com/M/title-exact?Father%20of%20the%20Bride%20(1950),50s, comedy
610,Gigi (1958),http://us.imdb.com/M/title-exact?Gigi%20(1958),50s, musical
611,Laura (1944),http://us.imdb.com/M/title-exact?Laura%20(1944),40s, crime film_noir mystery
612,Lost Horizon (1937),http://us.imdb.com/M/title-exact?Lost%20Horizon%20(1937),30s, drama
613,My Man Godfrey (1936),http://us.imdb.com/M/title-exact?My%20Man%20Godfrey%20(1936),30s, comedy
614,Giant (1956),http://us.imdb.com/M/title-exact?Giant%20(1956),50s, drama
615,"39 Steps, The (1935)","http://us.imdb.com/M/title-exact?39%20Steps,%20The%20(1935)",30s, thriller
616,Night of the Living Dead (1968),http://us.imdb.com/M/title-exact?Night%20of%20the%20Living%20Dead%20(1968),60s, horror sci-fi
617,"Blue Angel, The (Blaue Engel, Der) (1930)","http://us.imdb.com/M/title-exact?Blaue%20Engel,%20Der%20(1930)",30s, drama
618,Picnic (1955),http://us.imdb.com/M/title-exact?Picnic%20(1955),50s, drama
619,Extreme Measures (1996),http://us.imdb.com/M/title-exact?Extreme%20Measures%20(1996),90s, drama thriller
620,"Chamber, The (1996)","http://us.imdb.com/M/title-exact?Chamber,%20The%20(1996)",90s, drama
621,"Davy Crockett, King of the Wild Frontier (1955)",http://us.imdb.com/M/title-exact?Davy%20Crockett%2C%20King%20of%20the%20Wild%20Frontier%20%281955%29,50s, western
622,Swiss Family Robinson (1960),http://us.imdb.com/M/title-exact?Swiss%20Family%20Robinson%20(1960),60s, adventure childrens
623,Angels in the Outfield (1994),http://us.imdb.com/M/title-exact?Angels%20in%20the%20Outfield%20(1994),90s, childrens comedy
624,"Three Caballeros, The (1945)","http://us.imdb.com/M/title-exact?Three%20Caballeros,%20The%20(1945)",40s, animation childrens musical
625,"Sword in the Stone, The (1963)","http://us.imdb.com/M/title-exact?Sword%20in%20the%20Stone,%20The%20(1963)",60s, animation childrens
626,So Dear to My Heart (1949),http://us.imdb.com/Title?So+Dear+to+My+Heart+(1949),40s, childrens drama
627,Robin Hood: Prince of Thieves (1991),http://us.imdb.com/Title?Robin+Hood%3A+Prince+of+Thieves+(1991),90s, drama
628,Sleepers (1996),http://us.imdb.com/M/title-exact?Sleepers%20(1996),90s, crime drama
629,Victor/Victoria (1982),http://us.imdb.com/M/title-exact?Victor/Victoria%20%281982%29,80s, comedy musical
630,"Great Race, The (1965)","http://us.imdb.com/M/title-exact?Great%20Race,%20The%20(1965)",60s, comedy musical
631,"Crying Game, The (1992)","http://us.imdb.com/M/title-exact?Crying%20Game,%20The%20(1992)",90s, action drama romance war
632,Sophie's Choice (1982),http://us.imdb.com/M/title-exact?Sophie's%20Choice%20(1982),80s, drama
633,"Christmas Carol, A (1938)","http://us.imdb.com/M/title-exact?Christmas%20Carol,%20A%20(1938)",30s, drama
634,Microcosmos: Le peuple de l'herbe (1996),http://us.imdb.com/M/title-exact?Microcosmos%3A%20Le%20peuple%20de%20l%27herbe%20%281996%29,90s, documentary
635,"Fog, The (1980)","http://us.imdb.com/M/title-exact?Fog,%20The%20(1980)",80s, horror
636,Escape from New York (1981),http://us.imdb.com/M/title-exact?Escape%20from%20New%20York%20(1981),80s, action adventure sci-fi thriller
637,"Howling, The (1981)","http://us.imdb.com/M/title-exact?Howling,%20The%20(1981)",80s, comedy horror
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","http://us.imdb.com/M/title-exact?Retour%20de%20Martin%20Guerre,%20Le%20(1982)",80s, drama
639,"Tin Drum, The (Blechtrommel, Die) (1979)","http://us.imdb.com/M/title-exact?Blechtrommel,%20Die%20(1979)",70s, drama
640,"Cook the Thief His Wife & Her Lover, The (1989)","http://us.imdb.com/M/title-exact?Cook%20the%20Thief%20His%20Wife%20&%20Her%20Lover,%20The%20(1989)",80s, drama
641,Paths of Glory (1957),http://us.imdb.com/M/title-exact?Paths%20of%20Glory%20(1957),50s, drama war
642,"Grifters, The (1990)","http://us.imdb.com/M/title-exact?Grifters,%20The%20(1990)",90s, crime drama film_noir
643,The Innocent (1994),"http://us.imdb.com/M/title-exact?Innocent,%20The%20(1994)%20(TV)",90s, drama romance
644,"Thin Blue Line, The (1988)","http://us.imdb.com/M/title-exact?Thin%20Blue%20Line,%20The%20(1988)",80s, documentary
645,Paris Is Burning (1990),http://us.imdb.com/M/title-exact?Paris%20Is%20Burning%20(1990),90s, documentary
646,Once Upon a Time in the West (1969),http://us.imdb.com/M/title-exact?C'era%20una%20volta%20il%20west%20(1969),60s, western
647,Ran (1985),http://us.imdb.com/M/title-exact?Ran%20(1985),80s, drama war
