movie_id,movie_title,imdb_url,decade,genres,avg_rating,poster,cast,director,description,keyword
133,Gone with the Wind (1939),http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939),30s, drama romance war,3.871345029239766,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Thomas Mitchell Gerald O'Hara-Barbara O'Neil Ellen - His Wife (as Barbara O'Neill)-Vivien Leigh Scarlett - Their Daughter-Evelyn Keyes Suellen - Their Daughter-Ann Rutherford Carreen - Their Daughter-George Reeves Stuart Tarleton - Scarlett's Beau-Fred Crane Brent Tarleton - Scarlett's Beau-Hattie McDaniel Mammy - House Servant-Oscar Polk Pork - House Servant,Victor Fleming,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,narcissism american civil war narcissistic personality disorder strong female lead
134,Citizen Kane (1941),http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941),40s, drama,4.292929292929293,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Joseph Cotten Jedediah Leland /Screening Room Reporter-Dorothy Comingore Susan Alexander Kane-Agnes Moorehead Mary Kane-Ruth Warrick Emily Monroe Norton Kane-Ray Collins James W. Gettys-Erskine Sanford Herbert Carter /Screening Room Reporter-Everett Sloane Mr. Bernstein-William Alland Jerry Thompson-Paul Stewart Raymond,Orson Welles,Following the death of publishing tycoon Charles Foster Kane,rosebud new york narcissism materialism
135,2001: A Space Odyssey (1968),http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968),60s, drama mystery sci-fi thriller,3.9691119691119687,https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Keir Dullea Dr. Dave Bowman-Gary Lockwood Dr. Frank Poole-William Sylvester Dr. Heywood R. Floyd-Daniel Richter Moon-Watcher-Leonard Rossiter Dr. Andrei Smyslov-Margaret Tyzack Elena-Robert Beatty Dr. Ralph Halvorsen-Sean Sullivan Dr. Bill Michaels-Douglas Rain HAL 9000 (voice),Stanley Kubrick,After discovering a mysterious artifact buried beneath the Lunar surface,star child human versus computer number in title computer
136,Mr. Smith Goes to Washington (1939),http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939),30s, drama,4.123809523809523,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Jean Arthur Saunders-James Stewart Jefferson Smith-Claude Rains Senator Joseph Paine-Edward Arnold Jim Taylor-Guy Kibbee Governor Hopper-Thomas Mitchell Diz Moore-Eugene Pallette Chick McGann-Beulah Bondi Ma Smith-H.B. Warner Senate Majority Leader,Frank Capra,A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption,national film registry afi children butler
137,Big Night (1996),http://us.imdb.com/M/title-exact?Big%20Night%20(1996),90s, drama,3.900584795321637,https://m.media-amazon.com/images/M/MV5BNTlhODIzNzEtNjE3ZC00NjBjLWE3ZTQtN2U1YjQ0ZGUxODc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Marc Anthony Cristiano-Tony Shalhoub Primo-Stanley Tucci Secondo-Larry Block Man in Restaurant-Caroline Aaron Woman in Restaurant-Andre Belgrader Stash (as Andrei Belgrader)-Minnie Driver Phyllis-Peter McRobbie Loan Officer-Isabella Rossellini Gabriella,Campbell Scott,New Jersey,italian restaurant timpano business competitor failing business
138,D3: The Mighty Ducks (1996),http://us.imdb.com/M/title-exact?D3:%20The%20Mighty%20Ducks%20(1996),90s, childrens comedy,2.5789473684210527,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Emilio Estevez Gordon Bombay-Jeffrey Nordling Coach Orion-David Selby Dean Buckley-Heidi Kling Casey-Joshua Jackson Charlie-Joss Ackland Hans-Elden Henson Fulton (as Elden Ryan Ratliff)-Shaun Weiss Goldberg-Vincent LaRusso Banks (as Vincent A. Larusso),Robert Lieberman,The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school,sports team bus rivalry apology
139,"Love Bug, The (1969)","http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)",60s, childrens comedy,2.78,https://i.imgur.com/9uJtEW6.jpg,Alex Evert Reconsidering Death-Leah Watson At Station-Cassy Clayman Reconsidering the past-Danny Ramos Dice Skeptic-Quiera Cantrell Trapped with Poem-Ricky Schmidt On Couch-Noel Bustillos Businessman #2-Billy Gabel Answers Phone-Cipriano Ortega Ex-Boyfriend,Zachary Wyman,'Something You Can't Find' is a film experiment on a tangible subject: finding purpose and meaning in life. This theme is dissected and examined in an intertwined series of short scenes ...,No keyword found..
140,Homeward Bound: The Incredible Journey (1993),http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993),90s, adventure childrens,3.2131147540983607,https://m.media-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Don Alder Molly's Father-Ed Bernard Desk Sergeant-Kevin Chevalia Jamie Seaver-Anne Christianson Research Assistant-Ted D'Arms Vet-Woody Eney Forest Ranger 'Mark'-Kim Greist Laura Burnford-Seaver-Rich Hawkins Forest Ranger-Robert Hays Bob Seaver,Duwayne Dunham,A fun-loving American bulldog pup,animal in cast credits digging under a fence wedding young girl
141,"20,000 Leagues Under the Sea (1954)","http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)",50s, adventure childrens fantasy sci-fi,3.5,https://m.media-amazon.com/images/M/MV5BODYxOTMyM2EtNzUzNC00Yjg2LTg3MjYtZTIyNjhiYzc1NTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Kirk Douglas Ned Land-James Mason Captain Nemo-Paul Lukas Prof. Pierre Aronnax-Peter Lorre Conseil-Robert J. Wilke First Mate of the Nautilus-Ted de Corsia Capt. Farragut-Carleton Young John Howard-J.M. Kerrigan Old Billy-Percy Helton Coach Driver,Richard Fleischer,A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine,giant tentacle submarine captain submarine crew futuristic submarine
142,Bedknobs and Broomsticks (1971),http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971),70s, adventure childrens musical,3.0701754385964914,https://m.media-amazon.com/images/M/MV5BMTUxMTY3MTE5OF5BMl5BanBnXkFtZTgwNTQ0ODgxMzE@..jpg,Angela Lansbury Miss Price-David Tomlinson Emelius-Roddy McDowall Mr. Jelk-Sam Jaffe Bookman-John Ericson Col. Heller-Bruce Forsyth Swinburne-Cindy O'Callaghan Carrie-Roy Snart Paul-Ian Weighill Charlie,Robert Stevenson,An apprentice witch,alternate history good versus evil reference to henri de toulouse lautrec lost island
143,"Sound of Music, The (1965)","http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)",60s, musical,3.765765765765766,https://m.media-amazon.com/images/M/MV5BYTNkYjBjYzUtNTNkMy00YjVjLWI0YTktYjkwOGMzYzg0MWIyXkEyXkFqcGdeQXVyMjkxNTE1MTQ@..jpg,Craig Urbani Captain Von Trapp-Ethan Cole Kurt Von Trapp-Lynelle Kenned Maria-Rory Booth Rolf Gruber-Liesl Coppin Elsa Schrader-Zach Coreia Friedrich 2-Milla Di Paolo Louisa 2-Erin Fourie Sister Berthe-Frank Graham Max Detweiler,Ralph Lawson,The musical is based on a true story about the von Trapp family who famously escaped the occupation of Austria by the Nazi's at the start of the Second World War. The von Trapp's were an ...,No keyword found..
144,Die Hard (1988),http://us.imdb.com/M/title-exact?Die%20Hard%20(1988),80s, action thriller,3.872427983539095,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Bruce Willis John McClane-Bonnie Bedelia Holly Gennaro McClane-Reginald VelJohnson Sgt. Al Powell-Paul Gleason Dwayne T. Robinson-De'voreaux White Argyle-William Atherton Thornburg-Hart Bochner Ellis-James Shigeta Takagi-Alan Rickman Hans Gruber,John McTiernan,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,one against many los angeles california christmas heist
145,"Lawnmower Man, The (1992)","http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)",90s, action sci-fi thriller,2.4461538461538463,https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Jeff Fahey Jobe Smith-Pierce Brosnan Dr. Lawrence Angelo-Jenny Wright Marnie Burke-Mark Bringelson Sebastian Timms-Geoffrey Lewis Terry McKeen-Jeremy Slate Father Francis McKeen-Dean Norris The Director-Colleen Coffey Caroline Angelo-Jim Landis Ed Walts,Brett Leonard,A simple man is turned into a genius through the application of computer science.,intelligence supernatural power science runs amok transformation
146,Unhook the Stars (1996),http://us.imdb.com/M/title-exact?Unhook%20the%20Stars%20(1996),90s, drama,2.5,https://m.media-amazon.com/images/M/MV5BNDc3ZjNjY2UtODhiMi00NjgyLTg5OTMtMDkwNDA2OGMwOWJhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Gena Rowlands Mildred-Marisa Tomei Monica-Gérard Depardieu Big Tommy (as Gerard Depardieu)-Jake Lloyd J.J.-Moira Kelly Ann Mary Margaret-David Sherrill Ethan-David Thornton Frankie-Bridgette Wilson-Sampras Jeannie (as Bridgette Wilson)-Bobby Cooper Bernt,Nick Cassavetes,After her abusive husband leaves,neighbor san francisco california friendship dysfunctional family
147,"Long Kiss Goodnight, The (1996)","http://us.imdb.com/M/title-exact?Long%20Kiss%20Goodnight,%20The%20(1996)",90s, action thriller,3.4702702702702704,https://m.media-amazon.com/images/M/MV5BNTkzOWZkN2QtNDJkYy00OTdjLThlNDQtNDg4MjMyMWE5Y2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Geena Davis Samantha Caine (Charly)-Samuel L. Jackson Mitch Henessey-Yvonne Zima Caitlin-Craig Bierko Timothy-Tom Amandes Hal-Brian Cox Nathan-Patrick Malahide Perkins-David Morse Luke /Daedalus-Joseph McKenna One-Eyed Jack,Renny Harlin,Samantha Caine lives in a small town with her daughter. Eight years ago she emerged,vomiting shot in the head corpse in water chopping wood
148,"Ghost and the Darkness, The (1996)","http://us.imdb.com/M/title-exact?Ghost%20and%20the%20Darkness,%20The%20(1996)",90s, action adventure,3.203125,https://m.media-amazon.com/images/M/MV5BNWQ4NDRiMWItNGI5Yi00N2U1LTlkMGQtM2VjMzdkZTU0YzYyXkEyXkFqcGdeQXVyNTc1NTQxODI@..jpg,Michael Douglas Charles Remington-Val Kilmer Col. John Henry Patterson-Tom Wilkinson Robert Beaumont-John Kani Samuel-Bernard Hill Dr. David Hawthorne-Brian McCardie Angus Starling-Emily Mortimer Helena Patterson-Om Puri Abdullah-Henry Cele Mahina,Stephen Hopkins,A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,railway africa 1890s lion attack
149,Jude (1996),http://us.imdb.com/M/title-exact?Jude%20(1996),90s, drama,3.0,https://m.media-amazon.com/images/M/MV5BYWFmYzVlNGItZjkzMy00Yzc4LWEyZjctOWUzZDhhMTEzYmVjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Christopher Eccleston Jude Fawley-Kate Winslet Sue Bridehead-Liam Cunningham Phillotson-Rachel Griffiths Arabella-June Whitfield Aunt Drusilla-Ross Colvin Turnbull Little Jude-James Daley Jude as a Boy-Berwick Kaler Farmer Troutham-Sean McKenzie 1st Stone Mason,Michael Winterbottom,Late 19th century England; Jude,breast suckling sex scene dead children child murder
150,Swingers (1996),http://us.imdb.com/M/title-exact?Swingers%20(1996),90s, comedy drama,3.828025477707006,https://m.media-amazon.com/images/M/MV5BZjg1ZmViMmEtYzIxNi00MzJlLTk4MDktNTE2ZDkwMzEyMjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,Jon Favreau Mike-Vince Vaughn Trent-Ron Livingston Rob-Patrick Van Horn Sue-Alex Désert Charles (as Alex Desert)-Heather Graham Lorraine-Deena Martin Christy-Katherine Kendall Lisa-Brooke Langton Nikki,Doug Liman,A wannabe actor has a hard time moving on from a break-up,premarital sex waitress pizza delivery boy pizza
151,Willy Wonka and the Chocolate Factory (1971),http://us.imdb.com/M/title-exact?Willy%20Wonka%20and%20the%20Chocolate%20Factory%20(1971),70s, adventure childrens comedy,3.6319018404907975,https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@..jpg,Gene Wilder Willy Wonka-Jack Albertson Grandpa Joe-Peter Ostrum Charlie-Roy Kinnear Mr. Salt-Julie Dawn Cole Veruca Salt-Leonard Stone Mr. Beauregarde-Denise Nickerson Violet Beauregarde-Nora Denney Mrs. Teevee (as Dodo Denney)-Paris Themmen Mike Teevee,Mel Stuart,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,chocolate ticket candy golden ticket
152,Sleeper (1973),http://us.imdb.com/M/title-exact?Sleeper%20(1973),70s, comedy sci-fi,3.634146341463415,https://m.media-amazon.com/images/M/MV5BMTUzMzY1MzI3Nl5BMl5BanBnXkFtZTcwOTM4OTYwNA@@..jpg,Woody Allen Miles Monroe-Diane Keaton Luna Schlosser-John Beck Erno Windt-Mary Gregory Dr. Melik-Don Keefer Dr. Tryon-John McLiam Dr. Agon-Bartlett Robinson Dr. Orva-Chris Forbes Rainer Krebs-Mews Small Dr. Nero (as Marya Small),Woody Allen,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,clumsiness free love mistaken identity scientist
153,"Fish Called Wanda, A (1988)","http://us.imdb.com/M/title-exact?Fish%20Called%20Wanda,%20A%20(1988)",80s, comedy,3.785425101214575,https://m.media-amazon.com/images/M/MV5BNTQ0ODhiNjEtMDFiYi00NmZhLWJkMzQtNTBkOGQwOTliZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,John Cleese Archie Leach-Jamie Lee Curtis Wanda Gershwitz-Kevin Kline Otto-Michael Palin Ken Pile-Maria Aitken Wendy-Tom Georgeson Georges Thomason-Patricia Hayes Mrs. Coady-Geoffrey Palmer Judge-Cynthia Cleese Portia (as Cynthia Caylor),Charles Crichton,In London,heist ugly american fish tank plan gone wrong
154,Monty Python's Life of Brian (1979),http://us.imdb.com/M/title-exact?Life%20of%20Brian%20(1979),70s, comedy,3.747126436781609,https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Graham Chapman Wise Man #2 /Brian Cohen /Biggus Dickus-John Cleese Wise Man #1 /Reg /Jewish Official /First Centurion /Deadly Dirk /Arthur-Terry Gilliam Man Even Further Forward /Revolutionary /Jailer /Blood & Thunder Prophet /Frank /Audience Member /Crucifee-Eric Idle Mr. Cheeky /Stan aka Loretta /Harry the Haggler /Culprit Woman /Warris /Intensely Dull Youth /Jailer's Assistant /Otto /Lead Singer Crucifee-Terry Jones Mandy Cohen /Colin /Simon the Holy Man /Bob Hoskins /Saintly Passer-by /Alarmed Crucifixion Assistant-Michael Palin Wise Man #3 /Mr. Big Nose /Francis /Mrs. A /Ex-Leper /Announcer /Ben /Pontius Pilate /Boring Prophet /Eddie /Shoe Follower /Nisus Wettus-Terence Bayler Gregory-Carol Cleveland Mrs. Gregory-Kenneth Colley Jesus,Terry Jones,Born on the original Christmas in the stable next door to Jesus Christ,british comedy monty python reference to jesus christ actor playing multiple roles
155,Dirty Dancing (1987),http://us.imdb.com/M/title-exact?Dirty%20Dancing%20(1987),80s, musical romance,3.1020408163265305,https://m.media-amazon.com/images/M/MV5BMTc3MDY3ODQ2OV5BMl5BanBnXkFtZTgwOTQ2NTYxMTE@..jpg,Jennifer Grey Baby Houseman-Patrick Swayze Johnny Castle-Jerry Orbach Jake Houseman-Cynthia Rhodes Penny Johnson-Jack Weston Max Kellerman-Jane Brucker Lisa Houseman-Kelly Bishop Marjorie Houseman-Lonny Price Neil Kellerman-Max Cantor Robbie Gould,Emile Ardolino,Spending the summer at a Catskills resort with her family,abortion teenager pantyhose sexy woman
156,Reservoir Dogs (1992),http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992),90s, crime thriller,3.9864864864864864,https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Harvey Keitel Mr. White /Larry-Tim Roth Mr. Orange /Freddy-Michael Madsen Mr. Blonde /Vic Vega-Chris Penn Nice Guy Eddie-Steve Buscemi Mr. Pink-Lawrence Tierney Joe Cabot-Randy Brooks Holdaway-Kirk Baltz Marvin Nash-Edward Bunker Mr. Blue (as Eddie Bunker),Quentin Tarantino,When a simple jewelry heist goes horribly wrong,nonlinear timeline mexican standoff robbery graphic violence
157,Platoon (1986),http://us.imdb.com/M/title-exact?Platoon%20(1986),80s, drama war,3.692913385826772,https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Keith David King-Forest Whitaker Big Harold-Francesco Quinn Rhah-Kevin Dillon Bunny-John C. McGinley Sgt. O'Neill-Reggie Johnson Junior-Mark Moses Lt. Wolfe-Corey Glover Francis-Johnny Depp Lerner,Oliver Stone,Chris Taylor,gore combat fatigue gunfire automatic weapon
158,Weekend at Bernie's (1989),http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989),80s, comedy,2.6166666666666667,https://m.media-amazon.com/images/M/MV5BZDgwN2QxODItOTcwZS00ZDA1LThjYzUtZTI5NWI3YWY4ZjM4XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,"Andrew McCarthy Larry Wilson-Jonathan Silverman Richard Parker-Catherine Mary Stewart Gwen Saunders-Terry Kiser Bernie Lomax-Don Calfa Paulie, Vito's Hit Man-Catherine Parks Tina, Vito's Girl-Eloise DeJoria Tawny (as Eloise Broady)-Greg Salata Marty, Vito's Assistant (as Gregory Salata)-Louis Giambalvo Vito",Ted Kotcheff,Two losers try to pretend that their murdered employer is really alive,pantyhose pantyhose legs black pantyhose brunette woman
159,Basic Instinct (1992),http://us.imdb.com/M/title-exact?Basic%20Instinct%20(1992),90s, mystery thriller,3.2277227722772284,https://m.media-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Michael Douglas Detective Nick Curran-Sharon Stone Catherine Tramell-George Dzundza Gus Moran-Jeanne Tripplehorn Dr. Beth Garner-Denis Arndt Lieutenant Walker-Leilani Sarelle Roxy Hardy-Bruce A. Young Andrews-Chelcie Ross Captain Talcott-Dorothy Malone Hazel Dobkins,Paul Verhoeven,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,manipulation female nudity ice pick mind game
160,Glengarry Glen Ross (1992),http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992),90s, drama,3.463768115942029,https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@..jpg,Al Pacino Ricky Roma-Jack Lemmon Shelley Levene-Alec Baldwin Blake-Alan Arkin George Aaronow-Ed Harris Dave Moss-Kevin Spacey John Williamson-Jonathan Pryce James Lingk-Bruce Altman Mr. Spannel-Jude Ciccolella Detective,James Foley,An examination of the machinations behind the scenes at a real estate office.,office rain all male cast calling someone a cunt
161,Top Gun (1986),http://us.imdb.com/M/title-exact?Top%20Gun%20(1986),80s, action romance,3.481818181818182,https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,Tom Cruise Maverick-Kelly McGillis Charlie-Val Kilmer Iceman-Anthony Edwards Goose-Tom Skerritt Viper-Michael Ironside Jester-John Stockwell Cougar-Barry Tubb Wolfman-Rick Rossovich Slider,Tony Scott,As students at the United States Navy's elite fighter weapons school compete to be best in the class,flying jet male objectification male camaraderie
162,On Golden Pond (1981),http://us.imdb.com/M/title-exact?On%20Golden%20Pond%20(1981),80s, drama,3.5566037735849063,https://m.media-amazon.com/images/M/MV5BNWQ4MGZlZmYtZjY0MS00N2JhLWE0NmMtOTMwMTk4NDQ4NjE2XkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,Katharine Hepburn Ethel Thayer-Henry Fonda Norman Thayer Jr.-Jane Fonda Chelsea Thayer Wayne-Doug McKeon Billy Ray-Dabney Coleman Bill Ray-William Lanteau Charlie Martin-Christopher Rydell Sumner Todd (as Chris Rydell),Mark Rydell,Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond,teenage boy 1980s nostalgia character appears in newspaper
163,"Return of the Pink Panther, The (1974)","http://us.imdb.com/M/title-exact?Return%20of%20the%20Pink%20Panther,%20The%20(1974)",70s, comedy,3.5543478260869565,https://m.media-amazon.com/images/M/MV5BMTM2ODk5NDU2M15BMl5BanBnXkFtZTcwMDQ0MTMyNA@@..jpg,Peter Sellers Insp. Jacques Clouseau-Christopher Plummer Sir Charles Litton-Catherine Schell Lady Claudine Litton-Herbert Lom Chief Insp. Charles Dreyfus-Peter Arne Colonel Sharki-Peter Jeffrey General Wadafi-Grégoire Aslan Chief of Lugash Police (as Gregoire Aslan)-David Lodge Mac-Graham Stark Pepi,Blake Edwards,Inspector Jacque Clouseau (Peter Sellers) is put on the case when the Pink Panther diamond is stolen,bread clumsiness doorbell watermelon
164,"Abyss, The (1989)","http://us.imdb.com/M/title-exact?Abyss,%20The%20(1989)",80s, action adventure sci-fi thriller,3.5894039735099335,https://m.media-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@..jpg,Ed Harris Bud Brigman-Mary Elizabeth Mastrantonio Lindsey Brigman-Michael Biehn Lt. Coffey-Leo Burmester Catfish De Vries-Todd Graff Alan 'Hippy' Carnes-John Bedford Lloyd Jammer Willis-J.C. Quinn 'Sonny' Dawson-Kimberly Scott Lisa 'One Night' Standing-Captain Kidd Brewer Jr. Lew Finler (as Capt. Kidd Brewer Jr.),James Cameron,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,trapped underwater pantyhose ocean drowning
165,Jean de Florette (1986),http://us.imdb.com/M/title-exact?Jean%20de%20Florette%20(1986),80s, drama,4.109375,https://m.media-amazon.com/images/M/MV5BYjU4MmY3ZDAtNWIwZC00MDUzLThkYjgtNzNmYThmZTcwMTBjXkEyXkFqcGdeQXVyNTI2ODA2NTc@..jpg,"Yves Montand Cesar Soubeyran dit 'Le Papet'-Gérard Depardieu Jean de Florette (as Gerard Depardieu)-Daniel Auteuil Ugolin-Elisabeth Depardieu Aimee Cadoret-Margarita Lozano Baptistine-Ernestine Mazurowna Manon Cadoret enfant-Armand Meffre Philoxène-André Dupon Pamphile, le menuisier (as Andre Dupon)-Pierre Nougaro Casimir",Claude Berri,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,country vs city cultures conspiracy water rights provence
166,Manon of the Spring (Manon des sources) (1986),http://us.imdb.com/M/title-exact?Manon%20des%20sources%20(1986),80s, drama,4.120689655172414,https://m.media-amazon.com/images/M/MV5BNzA0OTJjMDItNmEwMC00ZDEzLWEwNmMtMmE2M2Q5YWIwOGE4XkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,Yves Montand Cesar Soubeyran dit 'Le Papet'-Daniel Auteuil Ugolin-Emmanuelle Béart Manon (as Emmanuelle Beart)-Hippolyte Girardot Bernard Olivier-Margarita Lozano Baptistine-Yvonne Gamy Delphine-Ticky Holgado Le Spécialiste (as Tiki Olgado)-Jean Bouchaud Le Curé-Elisabeth Depardieu Aimee Cadoret,Claude Berri,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,revenge goatherd sequel countryside of provence
167,Private Benjamin (1980),http://us.imdb.com/M/title-exact?Private%20Benjamin%20(1980),80s, comedy,2.955223880597015,https://m.media-amazon.com/images/M/MV5BMjIyNjkxMjUyMF5BMl5BanBnXkFtZTgwMzU0MjEyMDE@..jpg,Goldie Hawn Judy Benjamin-Eileen Brennan Capt. Doreen Lewis-Armand Assante Henrí Trémont-Robert Webber Col. Clay Thornbush-Sam Wanamaker Teddy Benjamin-Barbara Barrie Harriet Benjamin-Mary Kay Place Pvt. Mary Lou Glass-Harry Dean Stanton Sgt. Jim Ballard-Albert Brooks Yale Goodman,Howard Zieff,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,pantyhose camera shot of feet suntan pantyhose female protagonist
168,Monty Python and the Holy Grail (1974),http://us.imdb.com/M/title-exact?Monty%20Python%20and%20the%20Holy%20Grail%20(1974),70s, comedy,4.066455696202532,https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,Graham Chapman King Arthur /Voice of God /Middle Head /Hiccoughing Guard-John Cleese Second Swallow-Savvy Guard /The Black Knight /Peasant 3 /Sir Launcelot the Brave /Taunting French Guard /Tim the Enchanter-Eric Idle Dead Collector /Peasant 1 /Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot /First Swamp Castle Guard /Concorde /Roger the Shrubber /Brother Maynard-Terry Gilliam Patsy /Green Knight /Old Man from Scene 24 (Bridgekeeper) /Sir Bors /Animator /Gorilla Hand-Terry Jones Dennis's Mother /Sir Bedevere /Left Head /Prince Herbert /Voice of Cartoon Scribe-Michael Palin First Swallow-Savvy Guard /Dennis /Peasant 2 /Right Head /Sir Galahad the Pure /Narrator /King of Swamp Castle /Brother Maynard's Brother /Leader of The Knights Who Say NI!-Connie Booth The Witch-Carol Cleveland Zoot /Dingo-Neil Innes First Monk /Singing Minstrel /Page Crushed by the Rabbit /Peasant #4,Terry Gilliam,King Arthur and his Knights of the Round Table embark on a surreal,killer rabbit monty python camelot cult film
